,uniform,onlystocks,sixtyforty,riskparity
1983-03-21,-0.06607585467431254,-0.033477244763191694,-0.04348097224060998,-0.04469989160833965
1983-03-22,-0.05724464824877118,-0.04032994556267855,-0.04256990911734482,-0.03730633919612503
1983-03-23,-0.05332119198621088,-0.01301743366666852,-0.025634417229742912,-0.032941339406327375
1983-03-24,-0.05174076000283079,-0.005862174551729993,-0.025453331435102644,-0.031196286795595052
1983-03-25,-0.059541065717146346,-0.015015364782443585,-0.03214938316247373,-0.03582291601534526
1983-03-28,-0.054311727459778636,-0.025673778044571605,-0.03374133536152446,-0.030359711893297225
1983-03-29,-0.05217894428141623,-0.029087591007449176,-0.03423774917086009,-0.027460576442479567
1983-03-30,-0.0449734505542706,-0.0061081779595103525,-0.02294079740596988,-0.02438445904148101
1983-03-31,-0.04775198804406866,-0.011759077879578195,-0.025636862866150745,-0.024306757596574302
1983-04-01,-0.04626277703332615,-0.011759077879578195,-0.024076166820680145,-0.023221471591805654
1983-04-04,-0.03442978967307553,-0.011062286403719868,-0.01510506728022687,-0.009570173825256822
1983-04-05,-0.022301477684424365,-0.02561691741626726,-0.02118926056629944,-0.00513011541837638
1983-04-06,-0.02070758779888826,-0.0367269255253706,-0.027084140803126155,-0.0044257043193094425
1983-04-07,-0.019203521991355887,-0.02762002487450743,-0.022557744842471084,-0.001993781186742427
1983-04-08,-0.008756248336991956,-0.013729664217930981,-0.004373788500920961,0.0
1983-04-11,0.0,0.0,0.0,0.0
1983-04-12,0.0,0.0,0.0,0.0
1983-04-13,0.0,0.0,0.0,0.0
1983-04-14,0.0,0.0,0.0,-0.0010920528641265026
1983-04-15,0.0,0.0,0.0,-0.00031864879762355525
1983-04-18,0.0,0.0,-0.0007017978000460889,-0.002138822536640661
1983-04-19,-0.004671910019309111,-0.012974756717018088,-0.008480388423966922,-0.004198844695640025
1983-04-20,-0.011392624320789468,0.0,0.0,-0.006660508773889795
1983-04-21,-0.005851953827393008,-0.008292626490365107,-0.0019121935276066315,-0.004805971606294257
1983-04-22,-0.004354514685331989,-0.003786368256415318,0.0,-0.00013433815962549112
1983-04-25,0.0,-0.02386091501356724,-0.009897686465876965,0.0
1983-04-26,0.0,0.0,0.0,0.0
1983-04-27,-0.00016535858085786614,-0.004652392117065807,-0.0008952462750168033,-0.0008625541896970512
1983-04-28,-0.005549977589336064,0.0,0.0,-1.7575554675075544e-05
1983-04-29,0.0,0.0,0.0,0.0
1983-05-02,-0.008323078040172627,-0.028296853045846837,-0.01603659520044154,-0.006899527432131625
1983-05-03,0.0,-0.025616855716834808,-0.004485594020815387,0.0
1983-05-04,0.0,-0.014050528747031277,-1.7294396992606487e-05,0.0
1983-05-05,0.0,-0.002416891343132943,0.0,0.0
1983-05-06,-0.004840763893775635,0.0,0.0,-0.004708086964425706
1983-05-09,0.0,-0.0035711961527187253,0.0,-0.0003247815433836676
1983-05-10,0.0,-0.001967702552181483,-0.001081924819421487,0.0
1983-05-11,-0.00831737317365211,-0.013954156351665858,-0.01459646446951357,-0.008189559848353345
1983-05-12,-0.014210836073957678,-0.022520190810510265,-0.017292327036682043,-0.012015335350621381
1983-05-13,-0.028425684836149046,-0.01474248181289961,-0.0286065329994859,-0.02436556061695394
1983-05-16,-0.02570327868842326,-0.0328631276767829,-0.04025074349822477,-0.02001284741065057
1983-05-17,-0.02772815557682251,-0.029270198787557877,-0.041540443073383115,-0.020954183913727942
1983-05-18,-0.031581743249657124,-0.03456508722850038,-0.05081920209533197,-0.02683057514947007
1983-05-19,-0.04028011920062491,-0.049778674368937126,-0.06462459918288133,-0.032324139276754704
1983-05-20,-0.04004104174874534,-0.04809444969664656,-0.06335758473550734,-0.033438227497827655
1983-05-23,-0.04202066556897921,-0.03302379028369273,-0.05325626771643188,-0.034811319357576975
1983-05-24,-0.036189598626252484,-0.008132794037961966,-0.038936717173025825,-0.031802852873486276
1983-05-25,-0.03825961776614628,-0.0001827665265277112,-0.03841632292399633,-0.034947166790224804
1983-05-26,-0.03451319949553999,-0.009044370741216112,-0.043982528089876016,-0.031479812182216516
1983-05-27,-0.046026456583977526,-0.021338685695585724,-0.0542499584703674,-0.04373368735174499
1983-05-30,-0.05639897142656325,-0.021338685695585724,-0.06454453699805685,-0.05005734512877802
1983-05-31,-0.054709703444736135,-0.04605160857757418,-0.0747725233686295,-0.047573511703738136
1983-06-01,-0.08055515303038296,-0.04424752755607608,-0.07536061605750222,-0.06266599555985719
1983-06-02,-0.07873360939842489,-0.027508068535352814,-0.06557104758657684,-0.06123529537045336
1983-06-03,-0.07363195553392687,-0.022366544299896596,-0.06067206461555874,-0.05786688076336144
1983-06-06,-0.08530335792452937,-0.017568594802284898,-0.06319757272502202,-0.0677128796802775
1983-06-07,-0.09565156522553064,-0.04220189097325455,-0.08173905750990651,-0.07314828249123817
1983-06-08,-0.09494684072987047,-0.05887118114539336,-0.08760215044782171,-0.07217724969541561
